v_ft_s,alpha_deg,rps,hood_deg,flags
44.0,47.5,63.05343511450381,35.400000000000006,
44.0,50.0,63.05343511450381,32.900000000000006,
44.0,52.5,63.05343511450381,30.400000000000006,
44.0,55.0,63.05343511450381,27.900000000000006,
44.0,57.5,63.05343511450381,25.400000000000006,
44.0,60.0,63.05343511450381,22.900000000000006,
44.0,62.5,63.05343511450381,20.400000000000006,
44.0,65.0,63.05343511450381,17.900000000000006,
44.0,67.5,63.05343511450381,15.400000000000006,
44.0,70.0,63.05343511450381,12.900000000000006,
44.0,72.5,63.05343511450381,10.400000000000006,
44.0,75.0,63.05343511450381,7.900000000000006,
44.0,77.5,63.05343511450381,5.400000000000006,
44.0,80.0,63.05343511450381,2.9000000000000057,
44.0,82.5,63.05343511450381,0.4000000000000057,
44.0,85.0,63.05343511450381,-2.0999999999999943,hood<0
45.0,45.0,64.58015267175571,37.900000000000006,
45.0,47.5,64.58015267175571,35.400000000000006,
45.0,50.0,64.58015267175571,32.900000000000006,
45.0,52.5,64.58015267175571,30.400000000000006,
45.0,55.0,64.58015267175571,27.900000000000006,
45.0,57.5,64.58015267175571,25.400000000000006,
45.0,60.0,64.58015267175571,22.900000000000006,
45.0,62.5,64.58015267175571,20.400000000000006,
45.0,65.0,64.58015267175571,17.900000000000006,
45.0,67.5,64.58015267175571,15.400000000000006,
45.0,70.0,64.58015267175571,12.900000000000006,
45.0,72.5,64.58015267175571,10.400000000000006,
45.0,75.0,64.58015267175571,7.900000000000006,
45.0,77.5,64.58015267175571,5.400000000000006,
45.0,80.0,64.58015267175571,2.9000000000000057,
45.0,82.5,64.58015267175571,0.4000000000000057,
45.0,85.0,64.58015267175571,-2.0999999999999943,hood<0
